name,property_type_name,district_name,bedroom_count,Billion VND,area
"Bán nhà mặt phố Trung Kính, 30m2, 5 tầng, mặt tiền 3,5m, 14,5 tỷ",Nhà,Cầu Giấy,3.0,14.5,30.0
Mặt phố An Trạch - TT Đống Đa - KD sầm uất - mặt tiền vip 7.6m - 15.8 tỷ,Nhà,Đống Đa,3.0,15.8,24.0
Em Thanh đang có quỹ 200 căn chuyển nhượng giá tốt và căn cắt lỗ phân khu The Victoria,Căn hộ chung cư,Nam Từ Liêm,2.0,4.6,62.5
"VIP Phố Chợ Khâm Thiên, diện tích 35m2, 7 tầng thang máy, mặt tiền rộng 6m, giá 12 tỷ",Nhà,Đống Đa,3.0,12.0,35.0
"Bán nhà 5 tầng phố Xuân Thủy, diện tích 34m2, ngõ rộng, giá 7 tỷ",Nhà,Cầu Giấy,3.0,7.0,34.0
Hơn 8 tỷ có ngay siêu phẩm văn phú - thang máy xịn xò - cách 1 nhà ra oto tránh đỗ,Nhà,Hà Đông,3.0,8.6,32.4
"Phân lô Lý Nam Đế, 52m2 mặt tiền 5.2m, ô tô tránh đỗ, 4 tầng, 26 tỷ, ô thang máy",Nhà,Hoàn Kiếm,5.0,26.0,52.0
Diện tích to- Ngõ nông - Thoáng trước sau - Dân xây kiên cố,Nhà,Hà Đông,2.0,8.1,48.0
"Hiếm có khó tìm, Bán nhà Tứ Liên, ô tô vào nhà, 65m2, mặt tiền 4,8m. chỉ 9.8 tỷ.",Nhà,Tây Hồ,3.0,9.5,65.0
"Phân lô Đặng Thuỳ Trâm, ô tô tránh, ngõ thông bàn cờ, nội thất gỗ xịn, dân trí cao, ở ngay, 64M*4T",Nhà,Cầu Giấy,4.0,19.0,64.0
"Bán nhà Cầu Diễn -BTL diện tích 32 m -6 tầng thang máy-8,82 tỷ -ô tô 7 chỗ vào nhà -10 m ra ngõ thô",Nhà,Bắc Từ Liêm,5.0,8.82,32.0
"Hiếm nhà dân xây ngõ thông gần bãi đỗ xe nhỉnh 5 tỷ nhà Đại Đồng, 31m², mặt tiền 3.5m, 3 tầng",Nhà,Hoàng Mai,2.0,5.45,31.0
Chính chủ bán gấp nhà ngọc thụy long biên hà nội - ô tô vào nhà.,Nhà,Long Biên,4.0,7.6,32.5
72m2 - 72 tỷ - mặt ngõ to như phố - 7 tầng thang máy - lô góc - ô tô tránh - vỉa hè rộng rãi,Nhà,Đống Đa,7.0,72.0,72.0
"Tin cực sốc! Chỉ với hơn 2.4 tỷ sở hữu ngay CH - 2PN - SĐCC, full nội thất tòa CC Sông Nhuệ",Căn hộ chung cư,Hà Đông,2.0,2.49,45.0
"Nhà Đẹp phố Trương Định, diện tích 40m2, 5 tầng, mặt tiền rộng 5m, giá 6, 35 tỷ",Nhà,Hoàng Mai,3.0,6.35,40.0
"Bán căn hộ Hateco Laroma 101 m2, 2 PN + 1, tầng cao, nội thất xịn, ban công Bắc, giá 13 tỷ",Căn hộ chung cư,Đống Đa,2.0,13.0,101.0
"Bán CC 3PN, 2WC tại HPC Landmark 105, giá cực chất chỉ với 5,85 tỷ, 86m2",Căn hộ chung cư,Hà Đông,3.0,5.85,86.0
"Bán gấp căn liền kề đường 17m khu Đông Dương dự án Hinode Royal Park. Diện tích 100m2 giá 16,95 tỷ",Biệt thự/Nhà liền kề,Hoài Đức,5.0,16.95,100.0
"Bán 1 căn tầng trên N03 - T2 Ngoại Giao Đoàn 85m2, giá 8.4 tỷ Bắc Từ Liêm",Căn hộ chung cư,Bắc Từ Liêm,2.0,8.4,85.0
"(Giá thật) chính chủ bán căn 66m2, 2PN + 2WC tầng trung full NT đẹp giá 6.4 tỷ CC GoldSeason",Căn hộ chung cư,Thanh Xuân,2.0,6.4,66.0
Siêu phẩm ĐT Việt Hưng lôgóc 120m2 3N 2vs,Căn hộ chung cư,Long Biên,3.0,5.0,120.0
"Chính chủ bán A3.3605 Lumiere EverGreen, 2N+, căn góc, 64m2, thanh toán tiến độ, giá 5.240 tỷ",Căn hộ chung cư,Nam Từ Liêm,2.0,5.24,64.0
Do nhu cầu chuyển công tác vào Nam cần bán gấp căn 2 phòng ngủ vào ở luôn,Căn hộ chung cư,Hoàng Mai,2.0,4.7,68.0
Hàng vip 2 ngủ 2wc full nội thất đắt tiền tầng cao,Căn hộ chung cư,Gia Lâm,2.0,4.5,61.0
"Cần bán nhanh căn 2pn 1wc full nội thất cao cấp tầng trung đẹp 3,95 tỷ tại vinhomes smart city",Căn hộ chung cư,Nam Từ Liêm,2.0,3.95,54.0
"Bán nhà mới 5 tầng, 45m2 tại trung tâm thị trấn Thanh Trì, gần bến xe Nước Ngầm",Nhà,Thanh Trì,5.0,6.0,45.0
Bán gấp nhà đẹp thang máy tt phố vip đường 20m-quận long biên-50m2-5tầng-sẵn dòng tiền khủng-18tỷ,Nhà,Long Biên,5.0,18.0,50.0
"Gia đình trẻ ở giữ gìn như mới, cần bán lại cho khách hàng phù hợp căn 88m2, tầng trung thoáng mát",Căn hộ chung cư,Hà Đông,2.0,4.5,88.0
Bán căn hộ bán căn hộ 69.9m2 - 2PN - 2VS full nội thất mới tòa T4 Thăng Long Capital,Căn hộ chung cư,Hoài Đức,2.0,3.95,69.9
Bán nhà Quang Trung 90m2 - 4T - MT 4m - PHÂN LÔ VỈA HÈ OTO TRÁNH - 2 THOÁNG - GIÁ TỐT - 17.5 tỷ,Nhà,Hà Đông,4.0,17.5,90.0
"-BÁN NHÀ THẠCH BÀN + Vị trí hiếm tại Tổ 8 TB gần Vườn hoa . DT 30 M x 5 TẦNG - GIÁ 4,85 tỷ- Lô Góc",Nhà,Long Biên,3.0,4.85,30.0
"Bán CH dự án Ecolife Capitol 58 Tố Hữu. Dt 95m2, 3N2VS, full nội thất đẹp. Giá 6,9 tỷ [phone_number]",Căn hộ chung cư,Nam Từ Liêm,3.0,6.9,95.0
"Bán Nhà Riêng tại Ngọc Khánh, Ba Đình, Hà Nội, 14 tỷ, 65m2, view đẹp, giá tốt",Nhà,Ba Đình,3.0,14.0,65.0
Nhà mới An Thượng 48.6m2 x 4 tầng ngõ ô tô tránh gần Vinhomes chỉ 5.2 tỷ,Nhà,Hoài Đức,4.0,5.2,48.6
Hoa hậu Thanh Xuân - Ô tô vào nhà ngõ thông view hồ cực đẹp,Nhà,Thanh Xuân,6.0,14.95,50.0
Bán nhà quang trung hà đông ô tô lùi cửa tránh đỗ cạnh nhà DT45m2 giá hơn 8 tỷ,Nhà,Hà Đông,4.0,8.8,45.0
"Chính chủ cần bán căn hộ Iris Garden, 2PN, 62m2,NTCB, tầng trung, view thoáng vĩnh viễn, 4.75 tỷ",Căn hộ chung cư,Nam Từ Liêm,2.0,4.85,61.7
"Bán nhà riêng 3 mặt ngõ gần ô tô tại Thổ Quan, Đống Đa, Hà Nội, 7,8 tỷ, 30m2, giá ưu đãi",Nhà,Đống Đa,3.0,7.8,30.0
"Đẳng cấp sống với căn hộ 90m2 Terra An Hưng 3PN, 2WC Bc Đông Nam nội thất thiết kế giá chỉ 6,2x tỷ",Căn hộ chung cư,Hà Đông,3.0,6.21,90.0
"Nhà đẹp nhỏ tiền Hoàng Hoa Thám, chủ nhà thiện chí, giá thương lượng tốt",Nhà,Ba Đình,3.0,5.35,32.0
Siêu phẩm - hoàng quốc việt - dt80m2 - kinh doang bất chấp - ô tô tránh nhau - chỉ 42 tỷ,Nhà,Cầu Giấy,5.0,42.0,80.0
TRUNG TÂM HÀ ĐÔNG CẬN KỀ CHỢ LỚN Ô TÔ VÀO NHÀ - GIÁ TỐT SỔ HOA HẬU HAI THOÁNG 54M - MT 4.5M - 12 TỶ,Nhà,Hà Đông,4.0,12.0,54.0
"Bán nhà mặt phố Vạn Phúc, Ba Đình 5 tầng, vỉa hè to, 60m2, kinh doanh. 25,9 tỷ",Nhà,Ba Đình,4.0,25.9,60.0
"Hot! Bán tập thể Tôn Đức Thắng, Đống Đa, ô tô đỗ, 65m2, 2 ngủ thoáng sáng",Căn hộ chung cư,Đống Đa,2.0,3.1,65.0
Nhà phân lô - số a4- mặt tiền đẹp - khu cầu giấy - giao thông thuận tiện - dễ di chuyến,Nhà,Cầu Giấy,5.0,17.2,58.0
"Bán CH Iris Garden, Trần Hữu Dực, Cầu Diễn, 4,9 tỷ, 60,7m2",Căn hộ chung cư,Nam Từ Liêm,2.0,4.9,60.7
"Chỉ 8.2 tỷ!Bán nhà mới 41mx5t mễ trì nam từ liêm,ngõ nông gần ô tô,mặt tiền rộng 3.6m",Nhà,Nam Từ Liêm,4.0,8.2,41.0
Quỹ căn 2phòng ngủ 2 vệ sinh giá rẻ nhất Ocean City Liên hệ E Tuyến để cập nhật bảng hàng[phone_number],Căn hộ chung cư,Gia Lâm,2.0,3.96,66.0
"Bán gấp căn hộ 63m2 - 2PN tòa CT1 Xa La, sẵn sổ, 3,1 tỷ",Căn hộ chung cư,Hà Đông,2.0,3.1,63.0
Bán nhanh căn hộ 1PN + Vinhomes OCP1 tầng trung view thoáng 45m2 full nội thất,Căn hộ chung cư,Gia Lâm,1.0,2.25,45.0
"Hot! Bán gấp căn hộ 131m2 thiết kế 3PN ở Indochina Plaza Hanoi, Cầu Giấy giá tốt ! Lh [phone_number]",Căn hộ chung cư,Cầu Giấy,3.0,14.02,131.0
"Bán gấp nhà Trương Định Hai Bà Trưng 30m2 4 tầng giá cắt lỗ chỉ 3,9 tỷ, ngõ thông tứ tung",Nhà,Hai Bà Trưng,3.0,3.9,30.0
Bán nhà trần khát chân/22m/cấp4/giá đầu tư/ sổ đỏ chính chủ,Nhà,Hai Bà Trưng,2.0,4.15,23.0
"Bán căn hộ đẹp như mới căn góc HH4A Linh Đàm, full nội thất cao cấp",Căn hộ chung cư,Hoàng Mai,2.0,2.59,61.0
"Bán nhà 5 tầng ô tô đỗ cửa Bắc Từ Liêm, giá nhỉnh 5 tỷ gần chợ, nhà văn hoá, cách trục chính chỉ 5m",Nhà,Bắc Từ Liêm,3.0,5.8,31.5
"Giá tốt nhất thị trường, bán nhà đẹp ngõ 281 Trương Định 40m2, 5 tầng, ngõ thông, giá chỉ 6,35 tỷ",Nhà,Hoàng Mai,3.0,6.35,40.0
"5.65 Tỷ có căn hộ 100m2, hướng Bắc, tầng trung, chủ thiện chí bán Bình Minh Garden, [phone_number]",Căn hộ chung cư,Long Biên,2.0,5.65,100.0
Bán căn góc 2PN 2VS - 100m2 - chung cư Canal Park - khu đô thị Ha Noi Garden City,Căn hộ chung cư,Long Biên,2.0,5.7,100.0
"Bán nhà phân lô Phùng Chí Kiên, ô tô vào nhà, thang máy, nhà mới đẹp ở ngay, full nội thất, 52M*6T",Nhà,Cầu Giấy,3.0,14.0,52.0
"Bán nhà phố Chùa Bộc 85m2 x 3 tầng, 10m ra phố chùa bộc. Full nội thất giá 20 tỷ có thương lượng",Nhà,Đống Đa,3.0,20.0,85.0
"Tôn Thất Tùng, 30m ra phố, ngõ ba gác thông, nhà mới, full đồ, 5 phòng, 37m2*5T",Nhà,Đống Đa,5.0,6.9,37.0
"Bán căn hộ tầng trung tòa D Vinaconex diện tích 75m2 2 phòng ngủ 2WC, sổ đỏ chính chủ",Căn hộ chung cư,Hoàng Mai,2.0,4.89,75.0
"Quỹ ngoại giao căn hộ cao cấp phạm văn đồng 2-3pn giá 7.x tỷ, kí trực tiếp cđt htls 0% 24t 70% gtch",Căn hộ chung cư,Bắc Từ Liêm,2.0,7.2,79.0
"Rất hiếm! Phố Tây Sơn, lô góc 2 thoáng, cách ô tô 15m gần phố, khu vực an sinh đỉnh ở sướng 36m2 4T",Nhà,Đống Đa,3.0,6.6,36.0
"Bán căn hộ 85m2, 3pn, 2vs tại Xa La, Hà Đông. SĐCC. Giá 3,79 tỷ",Căn hộ chung cư,Hà Đông,3.0,3.79,85.0
"Gia đình cần bán nhà phố Cát Linh, Đống Đa 37m2, mặt tiền 6m x 7 tầng thang máy ra ô tô 30m 14,6tỷ",Nhà,Đống Đa,5.0,14.6,37.0
"Bán nhà Vạn Phúc, Hà Đông, 70m2 x 3.5 tầng, giá 12 tỷ, đường rộng ô tô đỗ cửa",Nhà,Hà Đông,4.0,12.0,70.0
"Giá cực tốt! Bán nhà liền kề KĐT Đại Kim, Nguyễn Cảnh Dị, Hoàng Mai, 54m2x5T, giá 17.39 tỷ",Biệt thự/Nhà liền kề,Hoàng Mai,4.0,17.5,53.0
"Bán biệt thự liền kề Đại Kim - Nguyễn Cảnh Dị 63m2, 5 tầng giá 18,2 tỷ",Biệt thự/Nhà liền kề,Hoàng Mai,4.0,18.2,63.0
"Nhà đẹp full nội thất, cách 1 nhà ra ô tô, ngõ thông, mặt tiền rộng, kinh doanh nhỏ, về ở luôn",Nhà,Hai Bà Trưng,3.0,6.35,30.0
"Bán căn 84m2, 2PN2WC + 1 đa năng giá 4ti4 chung cư Lotus 190 Sài Đồng",Căn hộ chung cư,Long Biên,2.0,4.4,84.0
"Tô Vĩnh Diện TX, Nhà 45m2 6T Thang Máy, Lô Góc, Gần Phố Sát Oto.",Nhà,Thanh Xuân,3.0,11.689,45.0
Ngõ 3 gác - full nội thất - cách mặt phố 50m,Nhà,Hà Đông,3.0,6.5,36.0
"Bán căn hộ 2 phòng ngủ 2vs, thông thủy 63m2 tầng trung, view Vinschool, có sẵn nội thất",Căn hộ chung cư,Gia Lâm,2.0,3.42,63.0
Bán căn 2 ngủ ban công Đông Nam view siêu vip tại Golden Park - Phạm Văn Bạch,Căn hộ chung cư,Cầu Giấy,2.0,7.0,85.0
"Tôi chính chủ cần bán căn hộ C14 Bộ Công An 3N 2W, giá 6.2 tỷ (giá chuẩn), lh: [phone_number]",Căn hộ chung cư,Nam Từ Liêm,3.0,6.2,107.5
"HOT! BÁN NHÀ TẬP THỂ TRUNG TÂM BA ĐÌNH PHAN KẾ BÍNH VẠN BẢO, Vị trí cực đẹp, Khu phân lô ô tô đỗ",Căn hộ chung cư,Ba Đình,2.0,4.22,65.0
"Bán nhà riêng đẹp tại Xã Tráng Việt, Mê Linh, Hà Nội, 5,5 tỷ, 114m2",Nhà,Mê Linh,4.0,5.5,114.0
"Trung tâm quận Long Biên nhà đẹp dân xây 44m2, 4 tầng, sổ vuông đẹp, gara ô tô",Nhà,Long Biên,4.0,12.0,44.0
Bán căn hộ đẹp nhất tầng - View cực thoáng - Full nội thất. Liên hệ [phone_number] để sở hữu ngay,Căn hộ chung cư,Tây Hồ,3.0,8.15,107.0
"Penhouse đỉnh nhất HN , view trọn Hồ Tây - Toà E1- Del- Dorado- 659A Lạc Long Quân. Cần Bán",Căn hộ chung cư,Tây Hồ,4.0,46.0,236.0
"Chủ Cần Nhà Khương Hạ, 35m2*5T, Ô Tô Đỗ, Nhà Dân Xây Chắc Chắn, 1 Ngoặt Ra Phố",Nhà,Thanh Xuân,4.0,7.25,35.0
"Nhà đẹp La Nội 68m2, 3 tầng, 8.2 tỷ",Nhà,Hà Đông,3.0,8.2,68.0
"Bán căn hộ chung cư The K Park, 3,9 tỷ, 60m2, Phúc La, Hà Đông, Hà Nội - Hot!",Căn hộ chung cư,Hà Đông,2.0,3.9,60.0
"Bán nhà Hoàng Hoa Thám, Đội Cấn, Ngọc Hà, Ba Đình Hà Nội",Nhà,Ba Đình,4.0,7.3,35.7
"Bán nhà riêng Long Biên, Nguyễn Văn Linh, ô tô đỗ cửa, diện tích rộng, an sinh đỉnh gần Garden City",Nhà,Long Biên,3.0,5.8,45.0
"Bán nhà Trần Cung, ô tô đỗ cổng nhà diện tích 37m2x4 tầng giá 10 tỷ",Nhà,Bắc Từ Liêm,3.0,10.0,37.0
Bán Biệt thự Nhà Vườn KĐT Việt Hưng 150m2 Nhà thô Giá 200tr/m2 Hướng Nam,Biệt thự/Nhà liền kề,Long Biên,5.0,30.0,150.0
"Rẻ nhất phân khúc 1N+ full NT toà M1, view nội khu 42.96m2 có sổ - giá 2 tỷ 950 không nhanh là hết!",Căn hộ chung cư,Gia Lâm,2.0,2.95,42.96
Nhà em giảm 500tr để thanh khoản căn hộ 89m2 3PN full view đẹp nhất toà GS1 SmartCity.,Căn hộ chung cư,Nam Từ Liêm,3.0,5.8,89.0
"Bán nhà Mỹ Đình gần trường học, bến xe, SVĐ, tiện ích ngập tràn giá đầu tư 56m2 chỉ 230tr/m2",Nhà,Nam Từ Liêm,7.0,12.88,56.0
"Bán nhà Tân Mai cực đẹp, phân lô 2 oto tránh, 3 bước ra hồ. DT 85/90m2 x 5T, MT 5.1m, giá 25.3 tỷ",Nhà,Hoàng Mai,5.0,25.3,85.0
"Cực hiếm! Bán nhà Tư Đình - Long Biên vị trí đẹp, tiềm năng tăng giá. DT 68m², MT: 4.7m giá 15.9tỷ",Nhà,Long Biên,5.0,15.9,68.0
"Sở hữu ngõ riêng, nông, thẳng tắp, sát vách khu đô thị Hinode- nhà Kim Chung 5 tầng 30m2- 4 tỷ 45",Nhà,Hoài Đức,3.0,4.45,32.0
"Chung cư 151 Nguyễn Đức Cảnh, tầng trung, 3PN, 2VS, full đồ, ở ngay, sổ CC 84m2",Căn hộ chung cư,Hoàng Mai,3.0,5.35,84.0
"Siêu phẩm căn 2PN + view biển hồ ở S1.03, giá 3.620 tỷ thu về",Căn hộ chung cư,Gia Lâm,2.0,3.62,63.0
"Nhà đẹp âu cơ - mặt phố - ngõ thông - ô tô vào nhà - 77m - chỉ 19,68 tỷ (h2th205074)",Nhà,Tây Hồ,4.0,19.68,77.0
"Bán nhà phân lô Hoa Động - Cự Khối, 35m2 * 6 tầng, gara ô tô 7 chỗ, 2 thoáng. Giá 6.8 tỷ",Nhà,Long Biên,3.0,6.8,35.0
"Cần Nhượng lại CHCC tại MHD Trung Văn - Tố Hữu. 106m2. Full Nội thất, TK 3PN-2vs, Lh: [phone_number]",Căn hộ chung cư,Nam Từ Liêm,3.0,8.5,105.5
"Bán 3PN 2WC Kosmo Xuân La Tây Hồ ban công Đông Nam view Hồ Tây, tầng cao, full cao cấp, 9x triệu/m2",Căn hộ chung cư,Bắc Từ Liêm,3.0,11.682,118.0
"Bán Nhà Thạch Bàn Cổ Linh 32x5T 5.65 tỷ. Mới đẹp Lô góc, gần Mặt Phố",Nhà,Long Biên,3.0,5.65,32.0
"Bán căn hộ tầng 2 trong biệt thự cổ - phường Hàng Buồm - Hoàn Kiếm 128 m2, 3 phòng ngủ, 3 VS",Căn hộ chung cư,Hoàn Kiếm,3.0,6.3,128.0
Bán gấp căn hộ 3PN-2VS tại tòa CC Moonlight 1 - KĐT An Lạc Green Symphony,Căn hộ chung cư,Hoài Đức,3.0,6.5,95.0
"Bán nhà mặt phố Gia Thụy, 43,3 tỷ, 118,6m2, 1PN, 1WC, 1 tầng, Long Biên, Hà Nội",Nhà,Long Biên,1.0,43.3,118.6
"Cực hiếm nhà quận Thanh Xuân DT 80m2, 6 tầng, MT 5.2m 29.9 tỷ phân lô - ô tô tránh chạy vòng quanh",Nhà,Thanh Xuân,6.0,29.9,80.0
"Nhà đẹp Phú Lương, phường Phú Lương, Hà Đông. DT 35m2, 5 tầng, giá đầu tư. Dân xây chắc chắn",Nhà,Hà Đông,4.0,5.2,35.0
Bán nhà Cổ Nhuế - Đầu tư CHDV đẹp - gần ngay mặt phố - 1 bước ô tô - 70m2 - 9 tỷ 5,Nhà,Bắc Từ Liêm,4.0,9.5,70.0
"Bán nhà 5.85 tỷ, DT sổ 45m2, MT 4.1m, 2 ngủ, trước nhà 2m, gần bể bơi Đa Sỹ, Kiến Hưng, Hà Đông",Nhà,Hà Đông,2.0,5.85,45.0
"Bán 3n goldmark City 100-135m sổ đỏ, giá tốt nhất thị trường, full Nt, giá từ 6ty6, Lh: [phone_number]",Căn hộ chung cư,Bắc Từ Liêm,3.0,6.6,100.0
LH Em Huế [phone_number] nhà đẹp - 50m ra phố - chủ tặng lại % nội thất - tiện ích bạt ngàn - về ở luôn,Nhà,Đống Đa,3.0,14.3,38.0
"Bán căn hộ 2PN view thoáng, full đồ, sổ sẵn chỉ 2.x tỷ tại CT4C Xa La",Căn hộ chung cư,Hà Đông,2.0,2.795,53.4
"Bán nhà ngõ gốc đề, minh khai - 43m2 x nhỉnh 7 tỷ quay đầu x 4 tầng đẹp lung linh - ngõ nông rộng",Nhà,Hoàng Mai,4.0,7.15,42.0
"Anh Hà bán căn góc tại Season Avenue, 123m2, ban công Đông Nam, full đồ. Giá 7 tỷ. Lh",Căn hộ chung cư,Hà Đông,3.0,7.0,123.0
"Chính chủ cần bán căn hộ 75m (2n-2w) toà anland lakeview. tầng trung, sẵn sổ, full nội thất.",Căn hộ chung cư,Hà Đông,2.0,5.0,75.0
"Bán Nhà riêng tại Mỹ Đình, 12,5 tỷ, 68m2, 4PN, 3WC, uy tín",Nhà,Nam Từ Liêm,4.0,12.5,68.0
Bán đất mặt ngõ 49 đức giang ô tô tránh kinh doanh gần phố cổ giá 10.4 tỷ,Nhà,Long Biên,3.0,10.4,75.0
"Minh Khai, Hai Bà Trưng. DT 18/22m² x 5 tầng, MT 3,5m, giá 4,4 tỷ. 20m ra ô tô.",Nhà,Hai Bà Trưng,2.0,4.4,22.0
"6.2tỷ! Bán nhà Mễ Trì Hạ Nam Từ Liêm lô góc 2 thoáng vĩnh viễn ngõ thông trước nhà 2.5m, 50m ra ôtô",Nhà,Nam Từ Liêm,3.0,6.2,34.0
"Bán nhà mặt tiền 4,6m - 4 tầng - khu phân lô - văn quán, hà đông",Nhà,Hà Đông,4.0,18.1,69.0
Bán phân lô - mặt phố KĐT Định Công - kinh doanh bất chấp - 40 tỷ siêu hot,Biệt thự/Nhà liền kề,Hoàng Mai,4.0,40.0,88.0
"Bán nhà mặt phố gần vườn hoa ngọc lâm 7 tầng thang máy kinh doanh đỉnh giá 12,3 tỷ",Nhà,Long Biên,3.0,12.3,32.0
"Bán căn hộ 2PN giá tốt nhất, tầng cao view đẹp, nhà mới tinh. LH [phone_number]",Căn hộ chung cư,Tây Hồ,2.0,7.4,76.0
"Chủ nhà cần tiền bán gấp căn 112m2 chung cư Trung Yên Plaza giá giảm sâu, tk 3pn2vs",Căn hộ chung cư,Cầu Giấy,3.0,8.8,112.0
"Bán Căn 1N+ M1 Masteri, Sẵn HĐ thuê, Giá Chỉ 2tỷ850 thu về",Căn hộ chung cư,Gia Lâm,1.0,2.85,43.0
"Thu về bằng vốn 3 ngủ LumiereEverGreen 86m2 giá 7 tỷ bao thuế phí, 0% lãi suất đến nhận nhà T7/2026",Căn hộ chung cư,Nam Từ Liêm,3.0,6.9,86.0
"Về quê bán gấp! Căn2N góc toà H3 55m2 nội thất NB, view nội khu - Giá bán 4 tỷ",Căn hộ chung cư,Gia Lâm,2.0,4.0,55.0
"Bán nhà mặt ngõ phố Bạch Mai, Hai Bà Trưng, DT42m, MT 4.6m, 5T,giá 5.x tỷ- Nhà đẹp, ở ngay",Nhà,Hai Bà Trưng,4.0,5.2,42.0
"A Nam cần tiền muốn bán biệt thự 166m2 tại KĐT Văn Khê, Hà Đông, 39,89 tỷ VND, view đẹp",Biệt thự/Nhà liền kề,Hà Đông,5.0,39.89,166.0
"Siêu phẩm đống đa - 3 mặt thoáng - ôtô tránh - kinh doanh, mt khủng_bán nhà hào nam, dt 72m x mt 6m",Nhà,Đống Đa,5.0,21.0,72.0
Mặt ngõ ô tô tránh - 20m ra mặt phố - kinh doanh vp - hàng xóm phố cổ,Nhà,Hoàn Kiếm,5.0,8.6,33.0
"Hàng hiếm, Biệt thự Trung Văn - Nam Từ Liêm, 25.6 tỷ, 70m2, 4 tầng, MT 5m, gara ôtô, Kinh doanh",Biệt thự/Nhà liền kề,Nam Từ Liêm,4.0,25.6,70.0
"Duy nhất tại Tây Mỗ nhà đẹp mới tinh lô góc thoáng sáng ngõ thông mặt tiền 4,5m 6 tầng sổ đỏ nở hậu",Nhà,Nam Từ Liêm,4.0,4.65,30.0
Bán gấp nhà 6 tầng lô góc kim mã - ba đình. gía 10.350 tỷ,Nhà,Ba Đình,3.0,10.35,40.0
"CHÍNH CHỦ BÁN CĂN BOHEMIA RESIDENCE 85,2m2 , 2PN, 2WC Full nội thất mới giá 6,9 tỷ",Căn hộ chung cư,Thanh Xuân,2.0,6.9,85.2
(Tin thật 100%) CH 97m2 x 3PN tại tòa CT20 - KĐT Việt Hưng - Ban công Đông Bắc - nội thất 600 triệu,Căn hộ chung cư,Long Biên,3.0,5.2,97.0
Hàng hiếm lộ diện Chủ nhà lỡ kế hoạch tài chính bán cắt lỗ 2 căn Viha Complex siêu đẹp!,Căn hộ chung cư,Thanh Xuân,3.0,9.8,97.0
"Bán căn hộ chung cư The Golden Palm 21 Lê Văn Lương, Thanh Xuân. 139m2 4pn 11.6 tỷ. [phone_number]",Căn hộ chung cư,Thanh Xuân,4.0,11.6,139.0
"Bán nhà riêng chính chủ tại Xuân Đỉnh, gần CV Hoà Bình 99m2*4.5m, view thoáng, ngõ ôtô tránh, 18tỷ",Nhà,Bắc Từ Liêm,5.0,18.0,99.0
"Bán căn hộ studio view sông San Hô. DT 27,5m2. Toà Paris 2. Giá siêu rẻ chỉ 2.2 tỷ bao phí",Căn hộ chung cư,Gia Lâm,1.0,2.2,27.5
Nhà Riêng Phố Tây Trà - Ô Tô Vào Nhà - Vị Trí Trung Tâm - Tiện Ích Nhiều - Di Chuyển Đâu Cũng Tiện,Nhà,Hoàng Mai,4.0,12.3,60.0
Giá rẻ giật mình Soleil căn 3 ngủ góc 146m2 full NT bao phí sẵn sàng ở hay cho thuê [phone_number],Căn hộ chung cư,Tây Hồ,3.0,16.56,135.7
"BÁN NHÀ MỚI KHƯƠNG ĐÌNH 40m2 6 TẦNG THANG MÁY 2 THOÁNG NỘI THẤT HIỆN ĐẠI, Ở NGAY",Nhà,Thanh Xuân,3.0,9.9,40.0
Siêu phẩm mặt phố Nguyễn Ngọc Nại DT 45m2x4T - kinh doanh đỉnh - giá 19.9 tỷ (CTL),Nhà,Thanh Xuân,4.0,19.9,45.0
"Chính chủ bán căn góc 3N SA3 giá 5,4 tỷ, tầng trung, BC Đông Nam, full đồ, có slot ô tô toà Sakura",Căn hộ chung cư,Nam Từ Liêm,3.0,5.4,74.6
Chính chủ cần bán căn tập thể tầng 2 - Nguyễn Công Trứ - Hai Bà Trưng - 70m2,Căn hộ chung cư,Hai Bà Trưng,3.0,3.75,70.0
Bán CHCC 2 ngủ chung cư CT14A2 KĐT Nam Thăng Long,Căn hộ chung cư,Tây Hồ,2.0,5.48,75.0
"Nhà đẹp Cát Linh, 15m 5 tầng lô góc, ở ngay, nhỉnh 4 tỷ",Nhà,Đống Đa,3.0,4.38,15.0
"Bán CH 100m2, 5,45 tỷ tại FLC Star Tower, Quang Trung, Hà Đông, Hà Nội",Căn hộ chung cư,Hà Đông,3.0,5.45,100.0
"Bán nhà 5 tầng Lai Xá, Hoài Đức, 32,3m2, gần các trường đại học, giá 5,15 tỷ",Nhà,Hoài Đức,6.0,5.15,32.3
Nhỉnh 6 tỉ căn góc ban công Đông Nam 93m tại toà chung cư cao cấp Rianbow Linh Đàm-Hoàng Mai,Căn hộ chung cư,Hoàng Mai,3.0,6.45,93.0
"Bán căn hộ chung cư CT1A1 CDT HUD xây tại Linh đàm, sổ đỏ cất két. Giá chỉ 3,4 tỷ. Nhà mới tinh",Căn hộ chung cư,Hoàng Mai,2.0,3.4,50.0
"4,2 tỷ Nhà đẹp - Sát mặt đường - Ô tô đỗ cách nhà 10m - Ngõ ba gác thông kinh doanh",Nhà,Thanh Xuân,3.0,4.2,22.0
Siêu hiếm nhà ngõ quỳnh hai bà trưng,Nhà,Hai Bà Trưng,3.0,5.85,33.0
"Tôi chính chủ gửi bán gấp! Căn hộ tại Rainbow Linh Đàm, diện tích 93m2 nội thất cao cấp ở ngay",Căn hộ chung cư,Hoàng Mai,3.0,6.45,93.0
